station,adjacent_station
http://www.wikidata.org/entity/Q10276020,http://www.wikidata.org/entity/Q5692522
http://www.wikidata.org/entity/Q10276020,http://www.wikidata.org/entity/Q18475809
http://www.wikidata.org/entity/Q107232685,http://www.wikidata.org/entity/Q4961886
http://www.wikidata.org/entity/Q107232685,http://www.wikidata.org/entity/Q7159656
http://www.wikidata.org/entity/Q111926727,http://www.wikidata.org/entity/Q5563882
http://www.wikidata.org/entity/Q111926727,http://www.wikidata.org/entity/Q6489291
http://www.wikidata.org/entity/Q15243160,http://www.wikidata.org/entity/Q7314773
http://www.wikidata.org/entity/Q15243160,http://www.wikidata.org/entity/Q7665407
http://www.wikidata.org/entity/Q15243160,http://www.wikidata.org/entity/Q7809083
http://www.wikidata.org/entity/Q15265202,http://www.wikidata.org/entity/Q6758759
http://www.wikidata.org/entity/Q18475274,http://www.wikidata.org/entity/Q18475809
http://www.wikidata.org/entity/Q18475274,http://www.wikidata.org/entity/Q18475862
http://www.wikidata.org/entity/Q18475332,http://www.wikidata.org/entity/Q19707353
http://www.wikidata.org/entity/Q18475332,http://www.wikidata.org/entity/Q48855691
http://www.wikidata.org/entity/Q18475809,http://www.wikidata.org/entity/Q10276020
http://www.wikidata.org/entity/Q18475809,http://www.wikidata.org/entity/Q18475274
http://www.wikidata.org/entity/Q18475862,http://www.wikidata.org/entity/Q18475274
http://www.wikidata.org/entity/Q18475862,http://www.wikidata.org/entity/Q18475867
http://www.wikidata.org/entity/Q18475867,http://www.wikidata.org/entity/Q18475862
http://www.wikidata.org/entity/Q18475867,http://www.wikidata.org/entity/Q19707230
http://www.wikidata.org/entity/Q19707230,http://www.wikidata.org/entity/Q18475867
http://www.wikidata.org/entity/Q19707230,http://www.wikidata.org/entity/Q48855691
http://www.wikidata.org/entity/Q19707353,http://www.wikidata.org/entity/Q18475332
http://www.wikidata.org/entity/Q19707353,http://www.wikidata.org/entity/Q65173157
http://www.wikidata.org/entity/Q2883491,http://www.wikidata.org/entity/Q4684268
http://www.wikidata.org/entity/Q2883491,http://www.wikidata.org/entity/Q4944343
http://www.wikidata.org/entity/Q2925324,http://www.wikidata.org/entity/Q3071513
http://www.wikidata.org/entity/Q2925324,http://www.wikidata.org/entity/Q5244701
http://www.wikidata.org/entity/Q2994646,http://www.wikidata.org/entity/Q3071513
http://www.wikidata.org/entity/Q2994646,http://www.wikidata.org/entity/Q5137302
http://www.wikidata.org/entity/Q3065820,http://www.wikidata.org/entity/Q5137302
http://www.wikidata.org/entity/Q3065820,http://www.wikidata.org/entity/Q5244825
http://www.wikidata.org/entity/Q3071513,http://www.wikidata.org/entity/Q2925324
http://www.wikidata.org/entity/Q3071513,http://www.wikidata.org/entity/Q2994646
http://www.wikidata.org/entity/Q3132156,http://www.wikidata.org/entity/Q4764340
http://www.wikidata.org/entity/Q3132156,http://www.wikidata.org/entity/Q6541063
http://www.wikidata.org/entity/Q3132156,http://www.wikidata.org/entity/Q7159656
http://www.wikidata.org/entity/Q3132156,http://www.wikidata.org/entity/Q7665407
http://www.wikidata.org/entity/Q3309828,http://www.wikidata.org/entity/Q5244856
http://www.wikidata.org/entity/Q4684268,http://www.wikidata.org/entity/Q2883491
http://www.wikidata.org/entity/Q4684268,http://www.wikidata.org/entity/Q6489291
http://www.wikidata.org/entity/Q4736839,http://www.wikidata.org/entity/Q7396901
http://www.wikidata.org/entity/Q4736839,http://www.wikidata.org/entity/Q7420602
http://www.wikidata.org/entity/Q4750505,http://www.wikidata.org/entity/Q5118642
http://www.wikidata.org/entity/Q4750505,http://www.wikidata.org/entity/Q5244701
http://www.wikidata.org/entity/Q4750505,http://www.wikidata.org/entity/Q5686126
http://www.wikidata.org/entity/Q4764340,http://www.wikidata.org/entity/Q3132156
http://www.wikidata.org/entity/Q4764340,http://www.wikidata.org/entity/Q7314773
http://www.wikidata.org/entity/Q4801591,http://www.wikidata.org/entity/Q5170696
http://www.wikidata.org/entity/Q4801591,http://www.wikidata.org/entity/Q7145249
http://www.wikidata.org/entity/Q4884965,http://www.wikidata.org/entity/Q4961886
http://www.wikidata.org/entity/Q4884965,http://www.wikidata.org/entity/Q7688505
http://www.wikidata.org/entity/Q48855691,http://www.wikidata.org/entity/Q18475332
http://www.wikidata.org/entity/Q48855691,http://www.wikidata.org/entity/Q19707230
http://www.wikidata.org/entity/Q4944343,http://www.wikidata.org/entity/Q2883491
http://www.wikidata.org/entity/Q4944343,http://www.wikidata.org/entity/Q4974689
http://www.wikidata.org/entity/Q4961886,http://www.wikidata.org/entity/Q4884965
http://www.wikidata.org/entity/Q4961886,http://www.wikidata.org/entity/Q107232685
http://www.wikidata.org/entity/Q4974689,http://www.wikidata.org/entity/Q4944343
http://www.wikidata.org/entity/Q4974689,http://www.wikidata.org/entity/Q8076578
http://www.wikidata.org/entity/Q5002360,http://www.wikidata.org/entity/Q7195875
http://www.wikidata.org/entity/Q5002360,http://www.wikidata.org/entity/Q9290828
http://www.wikidata.org/entity/Q5028448,http://www.wikidata.org/entity/Q5037175
http://www.wikidata.org/entity/Q5028448,http://www.wikidata.org/entity/Q5845376
http://www.wikidata.org/entity/Q5037175,http://www.wikidata.org/entity/Q5028448
http://www.wikidata.org/entity/Q5037696,http://www.wikidata.org/entity/Q7232599
http://www.wikidata.org/entity/Q5037696,http://www.wikidata.org/entity/Q7420037
http://www.wikidata.org/entity/Q5046842,http://www.wikidata.org/entity/Q7162810
http://www.wikidata.org/entity/Q5046842,http://www.wikidata.org/entity/Q7688505
http://www.wikidata.org/entity/Q5118642,http://www.wikidata.org/entity/Q4750505
http://www.wikidata.org/entity/Q5118642,http://www.wikidata.org/entity/Q7419392
http://www.wikidata.org/entity/Q5118642,http://www.wikidata.org/entity/Q7420602
http://www.wikidata.org/entity/Q5137302,http://www.wikidata.org/entity/Q2994646
http://www.wikidata.org/entity/Q5137302,http://www.wikidata.org/entity/Q3065820
http://www.wikidata.org/entity/Q5158299,http://www.wikidata.org/entity/Q5244789
http://www.wikidata.org/entity/Q5158299,http://www.wikidata.org/entity/Q7665592
http://www.wikidata.org/entity/Q5170696,http://www.wikidata.org/entity/Q4801591
http://www.wikidata.org/entity/Q5170696,http://www.wikidata.org/entity/Q7688505
http://www.wikidata.org/entity/Q5170696,http://www.wikidata.org/entity/Q10275693
http://www.wikidata.org/entity/Q5244694,http://www.wikidata.org/entity/Q5244856
http://www.wikidata.org/entity/Q5244694,http://www.wikidata.org/entity/Q7420037
http://www.wikidata.org/entity/Q5244701,http://www.wikidata.org/entity/Q2925324
http://www.wikidata.org/entity/Q5244701,http://www.wikidata.org/entity/Q4750505
http://www.wikidata.org/entity/Q5244701,http://www.wikidata.org/entity/Q7921287
http://www.wikidata.org/entity/Q5244779,http://www.wikidata.org/entity/Q7232599
http://www.wikidata.org/entity/Q5244779,http://www.wikidata.org/entity/Q7809083
http://www.wikidata.org/entity/Q5244789,http://www.wikidata.org/entity/Q5158299
http://www.wikidata.org/entity/Q5244817,http://www.wikidata.org/entity/Q7239119
http://www.wikidata.org/entity/Q5244817,http://www.wikidata.org/entity/Q7665592
http://www.wikidata.org/entity/Q5244825,http://www.wikidata.org/entity/Q3065820
http://www.wikidata.org/entity/Q5244856,http://www.wikidata.org/entity/Q3309828
http://www.wikidata.org/entity/Q5244856,http://www.wikidata.org/entity/Q5244694
http://www.wikidata.org/entity/Q5435213,http://www.wikidata.org/entity/Q5477606
http://www.wikidata.org/entity/Q5435213,http://www.wikidata.org/entity/Q7195875
http://www.wikidata.org/entity/Q5477606,http://www.wikidata.org/entity/Q5435213
http://www.wikidata.org/entity/Q5477606,http://www.wikidata.org/entity/Q8779071
http://www.wikidata.org/entity/Q5563882,http://www.wikidata.org/entity/Q5845376
http://www.wikidata.org/entity/Q5563882,http://www.wikidata.org/entity/Q111926727
http://www.wikidata.org/entity/Q5615996,http://www.wikidata.org/entity/Q7145249
http://www.wikidata.org/entity/Q5615996,http://www.wikidata.org/entity/Q7929998
http://www.wikidata.org/entity/Q5686126,http://www.wikidata.org/entity/Q4750505
http://www.wikidata.org/entity/Q5686126,http://www.wikidata.org/entity/Q7419392
http://www.wikidata.org/entity/Q5692522,http://www.wikidata.org/entity/Q10276020
http://www.wikidata.org/entity/Q5692522,http://www.wikidata.org/entity/Q85805078
http://www.wikidata.org/entity/Q5845376,http://www.wikidata.org/entity/Q5028448
http://www.wikidata.org/entity/Q5845376,http://www.wikidata.org/entity/Q5563882
http://www.wikidata.org/entity/Q5908613,http://www.wikidata.org/entity/Q6890218
http://www.wikidata.org/entity/Q5908613,http://www.wikidata.org/entity/Q7929982
http://www.wikidata.org/entity/Q6489291,http://www.wikidata.org/entity/Q4684268
http://www.wikidata.org/entity/Q6489291,http://www.wikidata.org/entity/Q111926727
http://www.wikidata.org/entity/Q65173157,http://www.wikidata.org/entity/Q19707353
http://www.wikidata.org/entity/Q6541063,http://www.wikidata.org/entity/Q3132156
http://www.wikidata.org/entity/Q6541063,http://www.wikidata.org/entity/Q7665498
http://www.wikidata.org/entity/Q6758759,http://www.wikidata.org/entity/Q7419299
http://www.wikidata.org/entity/Q6758759,http://www.wikidata.org/entity/Q15265202
http://www.wikidata.org/entity/Q6890218,http://www.wikidata.org/entity/Q5908613
http://www.wikidata.org/entity/Q6890218,http://www.wikidata.org/entity/Q8779010
http://www.wikidata.org/entity/Q7145249,http://www.wikidata.org/entity/Q4801591
http://www.wikidata.org/entity/Q7145249,http://www.wikidata.org/entity/Q5615996
http://www.wikidata.org/entity/Q7159656,http://www.wikidata.org/entity/Q3132156
http://www.wikidata.org/entity/Q7159656,http://www.wikidata.org/entity/Q107232685
http://www.wikidata.org/entity/Q7162810,http://www.wikidata.org/entity/Q5046842
http://www.wikidata.org/entity/Q7162810,http://www.wikidata.org/entity/Q7929998
http://www.wikidata.org/entity/Q7195875,http://www.wikidata.org/entity/Q5002360
http://www.wikidata.org/entity/Q7195875,http://www.wikidata.org/entity/Q5435213
http://www.wikidata.org/entity/Q7232599,http://www.wikidata.org/entity/Q5037696
http://www.wikidata.org/entity/Q7232599,http://www.wikidata.org/entity/Q5244779
http://www.wikidata.org/entity/Q7239119,http://www.wikidata.org/entity/Q5244817
http://www.wikidata.org/entity/Q7239119,http://www.wikidata.org/entity/Q7419392
http://www.wikidata.org/entity/Q7314773,http://www.wikidata.org/entity/Q4764340
http://www.wikidata.org/entity/Q7314773,http://www.wikidata.org/entity/Q7419299
http://www.wikidata.org/entity/Q7314773,http://www.wikidata.org/entity/Q8779002
http://www.wikidata.org/entity/Q7314773,http://www.wikidata.org/entity/Q15243160
http://www.wikidata.org/entity/Q7396901,http://www.wikidata.org/entity/Q4736839
http://www.wikidata.org/entity/Q7396901,http://www.wikidata.org/entity/Q85805078
http://www.wikidata.org/entity/Q7419299,http://www.wikidata.org/entity/Q6758759
http://www.wikidata.org/entity/Q7419299,http://www.wikidata.org/entity/Q7314773
http://www.wikidata.org/entity/Q7419392,http://www.wikidata.org/entity/Q5118642
http://www.wikidata.org/entity/Q7419392,http://www.wikidata.org/entity/Q5686126
http://www.wikidata.org/entity/Q7419392,http://www.wikidata.org/entity/Q7239119
http://www.wikidata.org/entity/Q7419392,http://www.wikidata.org/entity/Q7929982
http://www.wikidata.org/entity/Q7420037,http://www.wikidata.org/entity/Q5037696
http://www.wikidata.org/entity/Q7420037,http://www.wikidata.org/entity/Q5244694
http://www.wikidata.org/entity/Q7420602,http://www.wikidata.org/entity/Q4736839
http://www.wikidata.org/entity/Q7420602,http://www.wikidata.org/entity/Q5118642
http://www.wikidata.org/entity/Q7665407,http://www.wikidata.org/entity/Q3132156
http://www.wikidata.org/entity/Q7665407,http://www.wikidata.org/entity/Q15243160
http://www.wikidata.org/entity/Q7665498,http://www.wikidata.org/entity/Q6541063
http://www.wikidata.org/entity/Q7665498,http://www.wikidata.org/entity/Q7921287
http://www.wikidata.org/entity/Q7665592,http://www.wikidata.org/entity/Q5158299
http://www.wikidata.org/entity/Q7665592,http://www.wikidata.org/entity/Q5244817
http://www.wikidata.org/entity/Q7688505,http://www.wikidata.org/entity/Q4884965
http://www.wikidata.org/entity/Q7688505,http://www.wikidata.org/entity/Q5046842
http://www.wikidata.org/entity/Q7688505,http://www.wikidata.org/entity/Q5170696
http://www.wikidata.org/entity/Q7688505,http://www.wikidata.org/entity/Q9295692
http://www.wikidata.org/entity/Q7688505,http://www.wikidata.org/entity/Q10275733
http://www.wikidata.org/entity/Q7809083,http://www.wikidata.org/entity/Q5244779
http://www.wikidata.org/entity/Q7809083,http://www.wikidata.org/entity/Q15243160
http://www.wikidata.org/entity/Q7921287,http://www.wikidata.org/entity/Q5244701
http://www.wikidata.org/entity/Q7921287,http://www.wikidata.org/entity/Q7665498
http://www.wikidata.org/entity/Q7929982,http://www.wikidata.org/entity/Q5908613
http://www.wikidata.org/entity/Q7929982,http://www.wikidata.org/entity/Q7419392
http://www.wikidata.org/entity/Q7929998,http://www.wikidata.org/entity/Q5615996
http://www.wikidata.org/entity/Q7929998,http://www.wikidata.org/entity/Q7162810
http://www.wikidata.org/entity/Q7930027,http://www.wikidata.org/entity/Q9290828
http://www.wikidata.org/entity/Q8076578,http://www.wikidata.org/entity/Q4974689
http://www.wikidata.org/entity/Q8076578,http://www.wikidata.org/entity/Q8779010
http://www.wikidata.org/entity/Q85805078,http://www.wikidata.org/entity/Q5692522
http://www.wikidata.org/entity/Q85805078,http://www.wikidata.org/entity/Q7396901
http://www.wikidata.org/entity/Q8779002,http://www.wikidata.org/entity/Q7314773
http://www.wikidata.org/entity/Q8779002,http://www.wikidata.org/entity/Q8779085
http://www.wikidata.org/entity/Q8779010,http://www.wikidata.org/entity/Q6890218
http://www.wikidata.org/entity/Q8779010,http://www.wikidata.org/entity/Q8076578
http://www.wikidata.org/entity/Q8779071,http://www.wikidata.org/entity/Q5477606
http://www.wikidata.org/entity/Q8779071,http://www.wikidata.org/entity/Q8779085
http://www.wikidata.org/entity/Q8779085,http://www.wikidata.org/entity/Q8779002
http://www.wikidata.org/entity/Q8779085,http://www.wikidata.org/entity/Q8779071
http://www.wikidata.org/entity/Q9290828,http://www.wikidata.org/entity/Q5002360
http://www.wikidata.org/entity/Q9290828,http://www.wikidata.org/entity/Q7930027
